"","Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai21","Ai22","Ai23","Ai24","Ai25","Ai26","Ai27","Ai28","Ai29","Ai30","Ai31","Ai32","Ai33","Ai34","Ai35","Ai36","Ai38","Ai39","Ai40"
"1110","evm.model.Contig277.59","XM_022472319.1","T-complex protein 1 subunit alpha-like","LOC111127230","GO:0006457;GO:0043167;GO:0051082",17.2197555909929,1.50014444586686,2.49058983228687,0.602324969940723,0.5469578427662,0.98555888948589,0,31.212643335236,0,0,0,0,29.5783301731318,31.4638503925169,0,0,0,0,123.674433176681,0,0,69.087574818482,0,0,42.1585243328173
"1112","evm.model.Contig278.24",NA,NA,NA,NA,2706.0427432821,0.0479627043031256,0.0926842328549543,0.51748504384974,0.604817606713347,0.98555888948589,3034.29290068045,2363.3823375399,2550.87716148017,2787.69685997935,2786.86877383636,2983.17677480822,2337.67402801652,3018.67882295265,2113.26843520497,2654.69915964189,2469.07714162597,2701.87977900428,2166.71182279666,3373.15775289456,3508.08453937387,2701.59334777207,2674.79643255772,2683.97706475279,2504.91898744156
"1116","evm.model.Contig278.41","XM_022473499.1","serine/threonine-protein kinase MRCK alpha-like","LOC111128082","GO:0006464;GO:0006520;GO:0007010;GO:0007165;GO:0016301;GO:0043167",573.296661301433,-0.0736037558775098,0.0956880921786475,-0.769204967950383,0.441771641689212,0.98555888948589,611.91956905307,724.718562440011,549.511388524467,648.843023691635,511.513888868698,611.791519492887,473.253282770109,484.913458990554,652.774024687251,601.403484257081,523.847050780355,653.883688194446,431.254354648557,528.120658281471,519.880799375228,529.372326531226,585.56919555603,601.878976967095,648.187311617066
"1122","evm.model.Contig279.38","XM_022467814.1","homeobox protein Mohawk-like","LOC111124697","GO:0003677;GO:0009058;GO:0034641",224.548324043727,-0.13388376299768,0.233508295631463,-0.573357630124556,0.566402572167947,0.98555888948589,380.72439352738,217.513108242426,119.199867358887,307.719624340495,297.501181342025,195.921151257541,250.429862132516,119.377550018667,213.925943771932,241.508485804025,269.602065222463,174.488907166056,101.991253334016,227.14867022859,217.7278561486,218.926860463761,300.104212722465,152.629597029933,259.97756671904
"1125","evm.model.Contig280.100",NA,NA,NA,NA,88.1177566851219,-0.234593982105691,0.235236437730406,-0.997268894092627,0.31863400805595,0.98555888948589,86.2668565394366,163.866377509989,91.7838978663427,67.8197856276748,116.413505742531,137.699299704592,94.6506565540217,65.7039228784911,42.9851195429583,80.5028286013416,61.4283186582827,80.0490347308194,73.8834276120432,139.696432190583,81.0925178512642,66.3958511242554,80.5157643889541,86.3941115263773,57.0896683673568
"1132","evm.model.Contig280.118","XM_022473923.1","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like","LOC111128345","GO:0006399;GO:0043167",35.0743185674808,0.803825479226235,1.82791394844991,0.439750175279252,0.660118057756163,0.98555888948589,0,43.8927796901756,94.1678952135204,0,0,0,41.4096622423845,39.792516672889,39.9861577143798,0,79.3449116002818,0,107.612818478411,0,0,113.052395157516,0,0,107.152916012577
"1133","evm.model.Contig280.134","XM_022484926.1","arginine/serine-rich coiled-coil protein 2-like","LOC111135149","",160.753625210523,-0.0914368695142374,0.119300715425835,-0.766440244619323,0.443414394385532,0.98555888948589,192.087533894479,182.398884490285,214.559761245996,174.104524297911,123.468869726927,153.40995806015,143.947873509241,133.258660485954,193.932864914742,145.852183583607,137.36054588866,200.572300505311,142.145290079692,157.86832580887,123.305061390278,156.119974265141,150.574936000122,165.108746472632,164.242584379934
"1134","evm.model.Contig280.138","XM_022488455.1","C-factor-like","LOC111137142","",35.3613936648911,0.922096873723749,0.896481996329335,1.02857266236165,0.303680529695345,0.98555888948589,21.8542703233239,41.9419894817234,23.8399734717773,0,64.6741698569619,19.4072838509828,0,0,54.9809668572722,21.7831183274218,46.9244100861882,35.9770942610424,114.037464357719,27.2578404274308,56.6536768549928,0,82.6070829445114,23.0384297403673,36.8887087912152
"1135","evm.model.Contig280.141","XM_022490021.1","ribosomal RNA small subunit methyltransferase NEP1-like","LOC111138173","GO:0008168",11.5524274465681,-0.525281981806286,1.33650902135946,-0.393025391831611,0.694300727393188,0.98555888948589,0,12.6801363549396,16.6879814302441,26.3181257659634,17.6384099609896,12.9381892339885,12.8172764083571,36.0908872149458,0,0,11.9443952946661,28.7816754088339,33.7293908663675,0,0,9.86965354549743,0,0,0
"1140","evm.model.Contig280.95",NA,NA,NA,NA,1750.70011224937,-0.0712355861305866,0.10913631364064,-0.652721204833329,0.513936029507151,0.98555888948589,1642.52094851087,1601.5987611393,1762.96603823793,1773.43678238338,1789.71066404174,2245.69998847087,1504.5510614733,2265.39722826121,1898.34283749018,1428.21488859792,1524.61674225488,1711.61025946909,1411.81593197796,1927.35646688958,2129.51173590238,1319.84185140243,2029.62465816831,1789.31804316853,1507.16724489822
"1145","evm.model.Contig281.44","XR_002639294.1",NA,NA,NA,14.0871911243523,1.24317257844691,1.21244235438296,1.02534571969781,0.305200090313885,0.98555888948589,17.2533713078873,0,0,0,0,22.1797529725518,0,8.32866628037211,14.9948091428924,22.7302104286141,31.5673304216175,8.09484620873454,85.1265579008324,0,17.7737025427428,9.86965354549743,15.6848891666794,0,14.0528414442724
"1150","evm.model.Contig282.22","XM_022462079.1","proteasome subunit beta type-2-like","LOC111120999","GO:0005622;GO:0008233;GO:0009056;GO:0032991",108.409775847563,0.489040989684084,0.977705346641297,0.500192610548855,0.616939460991565,0.98555888948589,57.5112376929577,166.792562822667,0,36.4404818297954,122.292975729528,0,119.299265031632,178.603621345757,160.944284800379,68.1906312858423,118.590781854185,133.115248765857,0,194.212113045444,0,193.804105984313,139.072683944557,189.107110785515,181.808636185275
"1151","evm.model.Contig282.26","XM_022458818.1","nardilysin-like","LOC111119022","GO:0008233;GO:0043167",9.56127248293292,1.82177384495677,1.81415187391754,1.00420139633776,0.315281549220862,0.98555888948589,13.8026970463099,0,0,0,0,0,0,29.6130356635453,0,0,0,25.1839659827297,26.5016642521459,0,15.5519897249,0,14.6392298889007,43.1970557631886,13.1745388540054
"1153","evm.model.Contig282.64","XM_022478331.1","CWF19-like protein 2","LOC111131012","",47.5255499091992,-0.553746459235749,1.3507633092998,-0.409950770370567,0.681842060959738,0.98555888948589,184.035960617465,39.015804169045,0,48.5873091063939,0,76.704979030075,40.4237179032801,0,82.9712772573381,88.0795654108796,100.674188912186,88.1438809395539,0,46.5654773968609,0,0,0,38.3973829006121,69.3859046310952
"1159","evm.model.Contig283.37","XM_022490433.1","hepatic leukemia factor-like","LOC111138458","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641",81.5654114199014,0.869800447374195,1.37464128581334,0.632747216565342,0.526898730756006,0.98555888948589,185.186185371324,0,0,131.590628829817,0,143.24423794773,0,0,0,125.96324945857,136.507374796184,195.175736366155,92.354284515054,146.51089229744,0,108.566189000472,128.616091166771,47.9967286257652,108.031218602844
"1165","evm.model.Contig284.14","XM_022469044.1","mitochondrial import receptor subunit TOM40 homolog 1-like","LOC111125339","GO:0005739;GO:0006605;GO:0007005;GO:0008565;GO:0022857",60.6176305130491,0.434891872275206,1.04988623263731,0.414227617008331,0.67870741814146,0.98555888948589,0,90.7117446930296,0,39.477188648945,0,87.7948555163509,72.9598810937251,78.6596259812921,113.960549485982,35.9894998453056,88.7297936175194,77.3507526612412,124.477513911595,0,0,69.9848160498909,50.191645333374,104.632868404168,116.814244505515
"1166","evm.model.Contig284.16.1","XM_022471078.1","39S ribosomal protein L39, mitochondrial-like","LOC111126431","GO:0003674",20.7000481573166,0.647605426669233,1.1008479383838,0.588278729594578,0.556345220219169,0.98555888948589,24.1547198310423,0,0,21.2569477340473,27.0455619401841,19.4072838509828,0,19.4335546542016,51.9820050286938,0,37.5395280689505,23.3851112696776,23.2893413124919,0,26.6605538141143,21.5337895538126,0,22.078495167852,75.5340227629644
"1173","evm.model.Contig284.55",NA,NA,NA,NA,509.490875171141,-0.121399418348502,0.141967210457771,-0.85512293970595,0.392483091290897,0.98555888948589,591.215523483606,398.936597628485,528.055412399867,495.995447127771,590.298786694452,694.965593139956,572.833661019652,482.137236897097,579.799286858507,362.736274756633,366.010398672268,593.6220553072,361.386330711081,539.478091792901,574.312763412378,657.677822622692,415.126733278114,424.291081051764,451.447531397252
"1175","evm.model.Contig284.70","XM_022475422.1","hypoxia-inducible factor 1-alpha-like","LOC111129189","GO:0003674;GO:0009058;GO:0034641",32.7636956475907,1.49793125659337,2.26103772953692,0.662497240548107,0.507652602721559,0.98555888948589,0,0,0,47.5750735000107,0,0,128.172764083571,0,0,0,110.059070929423,0,82.7173156960918,0,0,162.400662885003,0,44.156990335704,47.4283398744195
"1183","evm.model.Contig284.92","XM_022485928.1","myosin regulatory light chain 12B-like","LOC111135658","GO:0043167",906.314692034199,-0.0863337727244435,0.144479625101003,-0.597549811359833,0.550140361019374,0.98555888948589,1044.40407650411,1119.75357965159,903.53499458036,836.106610872528,666.731896525407,645.061148951715,975.098951374245,993.887509457738,1319.54320457453,814.499207025338,634.759292802254,1165.65785405777,656.920041159254,993.77543225008,795.373188787742,943.000534210709,917.043186611854,1017.53064686622,777.297792386319
"1194","evm.model.Contig290.48","XM_022457766.1","ruvB-like 2","LOC111118359","GO:0000228;GO:0004386;GO:0005654;GO:0016887;GO:0032991;GO:0043167",50.0169469063768,0.591296022171194,0.759076576605117,0.778967551357858,0.43599882948321,0.98555888948589,0,51.6959405239846,66.7519257209765,55.6729583510763,27.0455619401841,20.3314402248391,72.9598810937251,81.4358480747495,0,27.4656709345754,75.0790561379011,0,80.3080734913513,40.8867606411462,58.8753896728356,87.929640678068,64.8308752222747,65.2755509310406,73.7774175824303
"1195","evm.model.Contig290.64","XM_022485264.1","chromodomain Y-like protein","LOC111135315","GO:0003674",57.1558510948785,0.93912586891692,1.18214823697616,0.79442310155546,0.426949159775105,0.98555888948589,57.5112376929577,115.096622298683,0,42.5138954680947,0,41.5870368235346,89.7209348584997,0,51.9820050286938,0,93.8488201723763,116.026128991862,97.1727689245351,102.216901602865,0,90.6213643722946,0,99.8331955415915,87.8302590267027
"1196","evm.model.Contig290.94","XM_022436856.1","ubiquinone biosynthesis protein COQ9, mitochondrial-like","LOC111103518","",109.781287467385,0.121927493655319,0.200864589567181,0.607013381094427,0.54384203195062,0.98555888948589,83.9664070317183,59.4991013577936,85.8239044983983,102.235796244704,137.579597695719,75.7808226562186,90.7068791976041,194.335546542016,111.961241600263,110.809775839494,88.7297936175194,99.8364365743927,107.612818478411,144.239405595155,144.411333159786,79.8544695953883,127.570431888992,126.71136357202,114.179336734714
"1200","evm.model.Contig292.1","XM_022488613.1","regulator of microtubule dynamics protein 1-like","LOC111137236","GO:0003674",11.3147094766767,0.723302570265353,1.89549330946363,0.381590674392846,0.702765002495989,0.98555888948589,0,45.8435698986279,27.4159694925439,0,0,0,0,0,0,13.2592894166916,32.4205015140936,24.2845386262036,28.107825721973,0,0,26.9172369422657,16.730548444458,0,0
"1204","evm.model.Contig313.14.1",NA,NA,NA,NA,941.31778905739,0.15435402345654,0.274160661312665,0.563005730718268,0.573430981651016,0.98555888948589,1484.94015723217,493.549922738419,588.8473447529,534.460400170333,1219.40207530308,454.684935937312,704.950202459641,1295.57031028011,576.800325029929,1582.59090109226,1446.97817283955,608.912320368143,1317.05240525816,1160.72970486809,685.398404304521,768.038494085982,692.22644188945,1057.84789891186,1212.0575745685
"1207","evm.model.Contig313.55",NA,NA,NA,NA,0.557002419820724,-2.59223430320147,3.00242990970991,-0.863378790231917,0.38792923694493,0.98555888948589,0,0,0,0,10.5830459765938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","evm.model.Contig313.74",NA,NA,NA,NA,64.5627937642819,0.242720157321383,0.485149368681957,0.500299851942092,0.616863958337705,0.98555888948589,94.3184298164507,85.834769171899,38.1439575548437,93.125675787255,44.6839719011737,80.4016045255002,74.9317697719339,31.4638503925169,0,51.1429734643817,44.3648968087597,81.8478894438715,55.4125707090324,79.5020345800064,35.5474050854857,34.0951667935366,53.3286231667099,165.108746472632,83.4387460753676
"1212","evm.model.Contig313.82",NA,NA,NA,NA,1009.52205409546,0.395419595741462,0.521533469167581,0.758186423534027,0.448339387633536,0.98555888948589,759.148337547042,757.881995983699,839.167066206561,1096.25116171301,1015.972413753,0,1069.74960792827,1564.86385334547,540.812783086987,1139.35179773428,960.670650128143,1047.83287035286,920.330522210886,1396.96432190583,1284.15000871317,848.790204912779,1362.49403894555,1430.3025130478,1146.18488029847
"1215","evm.model.Contig322.11","XM_022478479.1","adenylyl cyclase-associated protein 1-like","LOC111131100","GO:0000902;GO:0007010;GO:0008092",584.14668634491,-0.0685267561392353,0.120175453321518,-0.570222572457441,0.568526748205789,0.98555888948589,633.773839376394,429.173845859495,721.159197521264,624.549369138438,670.259578517605,486.106252648427,543.25533084652,487.689681084011,768.733882058952,608.980221066619,573.330974143972,628.699722211716,496.303894176551,600.80823275462,485.444250698664,420.806137530754,705.820012500572,599.959107822065,613.933510596652
"1222","evm.model.Contig324.46","XM_022481239.1","NAD(P) transhydrogenase, mitochondrial-like","LOC111133136","GO:0016491;GO:0055085",969.46168074515,0.0717099921263576,0.133809564171897,0.535910811533892,0.592020192006015,0.98555888948589,909.827780302591,975.395104226125,1133.59073858301,856.351323000192,878.392816057282,1413.95925200018,613.257378922932,813.433073383009,1081.62556617397,790.821904495532,892.416962730051,1036.14031471802,1240.75973544138,1008.54009581494,812.036034921563,801.236419648109,1005.92422522304,1196.07847735407,959.984731161861
"1226","evm.model.Contig324.54","XM_022490105.1","polyadenylate-binding protein 4-like","LOC111138235","GO:0003723",3888.79195765293,-0.132768432104812,0.140434265154492,-0.94541337157818,0.344447878227054,0.98555888948589,4966.67048716383,4522.90709829654,4471.18702463183,4350.58863623502,3260.75405478828,4107.87508179136,3914.19902624444,2158.04997398086,3792.68705920893,5033.79451783683,3916.05531446552,4864.10314409293,3016.37124033515,3824.04786329831,2466.10122780557,3799.81661501651,3957.82036639209,3627.59274953533,3836.42571428638
"1241","evm.model.Contig326.54","XM_022489260.1","pescadillo-like","LOC111137679","GO:0005730;GO:0042254",501.150451790805,0.12820932808341,0.138414020501825,0.926274142016704,0.354303530402211,0.98555888948589,670.581031499887,494.525317842645,394.551560957915,511.178981223519,391.572701133969,447.291684946461,491.000280873988,344.251539588714,432.850157258162,623.186602584503,598.07293582578,513.57302057638,513.971670344648,590.586542594334,311.039794498,617.301967209294,511.327386833748,522.204407448325,542.791000785023
"1243","evm.model.Contig326.77",NA,NA,NA,NA,361.508340101712,-0.0644087601576666,0.139314514370301,-0.462326272670102,0.643847361725067,0.98555888948589,392.226641065972,280.913790017124,411.239542388159,365.417053904337,393.924489128768,497.196129134703,234.654752706845,308.160652373768,525.817973944095,282.233446155292,347.240634637792,400.245173654097,371.826380264957,371.388075823744,364.360902126228,282.63098789379,359.706791555847,336.937034952871,342.538010204141
"1246","evm.model.Contig327.15.1","XM_022476284.1","serine/arginine-rich splicing factor 6-like","LOC111129820","GO:0003674",198.745090302781,0.0657377095947494,0.125543826820432,0.523623592331427,0.600540368969582,0.98555888948589,139.177195216958,227.267059284687,178.79980103833,193.337000819192,239.882375469459,183.907118397409,188.315368768939,232.277248485933,209.927328000494,152.481828291953,258.510841020273,161.896924174691,234.499574594746,198.755086450016,162.185035702528,198.290312141357,218.542789055733,167.988550190178,230.115278649961
"1248","evm.model.Contig327.21","XM_022476582.1","fasciculation and elongation protein zeta-2-like","LOC111129999","",153.548996224144,-0.146210465032084,0.1472717296178,-0.992793833626655,0.320810435608274,0.98555888948589,156.430566524845,185.325069802964,164.495816955263,222.691833404305,112.885823750333,148.789176190868,156.765149917598,116.60132792521,174.939440000412,170.476578214606,128.828834963898,157.399787392061,137.326805670211,103.352644954008,108.8639280743,155.222733033732,197.62960350016,141.11038215975,178.295425824207
"1256","evm.model.Contig327.45","XM_022466396.1","putative deoxyribonuclease TATDN3","LOC111123805","GO:0004518;GO:0006259;GO:0034655",9.28027831704938,1.08856036796593,1.63202148966442,0.667001246527556,0.504771337197687,0.98555888948589,16.1031465540282,0,15.4959827566553,0,0,15.7106583555575,0,0,0,13.2592894166916,24.7419616818083,0,25.6985835172324,0,16.6628461338214,0,0,14.3990185877295,34.2538010204141
"1257","evm.model.Contig327.70","XM_022476395.1","selenoprotein N-like","LOC111129882","GO:0043167",0.493941158801981,2.47544655032843,2.9958378028738,0.826295251349663,0.408636626581691,0.98555888948589,0,0,0,0,0,0,0,0,0,0,9.38488201723763,0,0,0,0,0,0,0,0
"1259","evm.model.Contig328.12","XM_022438133.1","cystatin-B-like","LOC111104275","GO:0005622;GO:0030234",125.024750308601,0.185868729377856,0.457791814902472,0.406011473615912,0.684734170062083,0.98555888948589,144.928318986254,153.137031363502,98.9358899078758,125.517215191518,171.680523620299,0,91.6928235367085,134.18406785044,91.9681627430736,161.952749303875,78.4917405078057,167.293488313847,166.237712127097,144.239405595155,78.8708050334213,203.673759529811,124.433454055656,157.42926989251,80.8038383045665
"1260","evm.model.Contig328.5","XM_022439984.1","protein TFG-like","LOC111105617","GO:0003674;GO:0016192;GO:0061024;GO:0065003",97.4042295379795,0.285210281629691,0.417286976535441,0.683487138749625,0.494299074386323,0.98555888948589,109.27135161662,43.8927796901756,0,91.1012045744885,122.292975729528,75.7808226562186,111.411710318796,139.736512037354,101.964702171669,87.1324733096873,126.26932168647,94.4398724352363,123.674433176681,127.20325532801,98.866220394007,133.68894347992,59.6025788333816,99.8331955415915,104.518008241776
"1264","evm.model.Contig328.70","XM_022437995.1","E3 ubiquitin-protein ligase RBBP6-like","LOC111104183","",190.659483098025,0.551096189155518,0.988340856930756,0.557597295802301,0.577119403467889,0.98555888948589,0,234.09482501427,0,238.887603106437,134.051915703521,211.631809613098,258.317416845351,121.228364747638,115.959857371701,248.13813051237,321.645501863508,237.44882212288,292.321387508519,0,0,397.477865514124,205.994877722389,311.978736067474,293.353065149187
"1266","evm.model.Contig329.10","XM_022462515.1","39S ribosomal protein L13, mitochondrial-like","LOC111121303","GO:0003735;GO:0005840;GO:0006412;GO:0042254",40.6670396701016,0.585442244255465,0.581945172822893,1.00600927990451,0.314411106098225,0.98555888948589,0,0,63.1759297002099,22.2691833404305,39.9803959115764,24.0280657202644,55.212882989846,55.5244418691474,23.9916946286279,44.5133287560359,43.5117257162836,24.2845386262036,68.2618624676486,64.7373710151481,56.6536768549928,56.526197578758,53.3286231667099,54.7162706333723,21.9575647566757
"1268","evm.model.Contig329.44","XM_022459093.1","ornithine decarboxylase-like","LOC111119190","GO:0003674;GO:0009058;GO:0034641",154.905015040371,0.293686640091037,0.451614612431335,0.650303670445761,0.51549608665165,0.98555888948589,0,134.604524383205,63.1759297002099,159.933225808547,172.856417617698,164.499834546426,123.243042388049,258.188654691535,192.933210971883,129.751617863339,203.907891101799,144.807804400696,269.032046196027,147.646635648583,175.515312609586,154.325491802323,170.442462277916,122.871625281959,155.459558477264
"1273","evm.model.Contig330.3","XM_022460855.1","coiled-coil and C2 domain-containing protein 2A-like","LOC111120134","",13.9220660874291,1.36115290451807,1.49953636924423,0.907715832997166,0.36402837660361,0.98555888948589,19.5538208156056,26.3356678141054,0,0,0,0,0,0,15.9944630857519,17.9947499226528,74.2258850454249,20.6868292000994,0,0,0,35.8896492563543,20.9131855555725,15.3589531602449,17.5660518053405
"1277","evm.model.Contig331.38","XM_022444398.1","18 kDa learning-associated protein of slug-like","LOC111108479","",34.650016903879,0.385679404417465,0.75444887432078,0.511206812740873,0.609206248726244,0.98555888948589,25.3049445849014,76.0808181296377,69.1359230681542,23.2814189468137,0,20.3314402248391,37.4658848859669,0,35.9875419429418,15.1534736190761,33.2736726065698,22.4856839131515,78.7019120215243,45.429734045718,0,50.245508958896,27.1871412222442,40.3172520456427,57.9679709576238
"1284","evm.model.Contig343.53","XM_022486920.1","protein MAK16 homolog A-like","LOC111136220","",49.5703835697458,0.171951147590831,0.399853959204236,0.430034875565663,0.667170271946041,0.98555888948589,48.3094396620845,49.7451503155324,58.4079350058544,19.2324765212809,25.8696679427847,49.9044441882415,49.2972169552196,56.4498492336332,49.9826971429748,60.6138944763042,52.8966077335212,66.5576243829285,76.2926698167837,65.873114366291,0,48.4510264960783,54.3742824444885,59.5159434959488,50.0632476452206
"1285","evm.model.Contig343.59","XM_022487650.1","probable 28S ribosomal protein S26, mitochondrial","LOC111136646","GO:0005739;GO:0005840",13.597781042868,1.19518394893108,1.32298697382212,0.903398123020202,0.366314635818148,0.98555888948589,0,14.6309265633919,16.6879814302441,36.4404818297954,0,0,0,16.6573325607442,0,0,29.8609882366652,0,36.1386330711081,19.3076369694301,19.9954153605857,17.9448246281771,0,38.3973829006121,12.2962362637384
"1295","evm.model.Contig346.23","XM_022484096.1","nucleolar complex protein 3 homolog","LOC111134754","",59.024116425929,-0.437042893542055,1.06943699420852,-0.408666331825846,0.682784544840748,0.98555888948589,128.825172432225,101.441090839517,48.8719456171435,48.5873091063939,0,86.8706991424945,123.243042388049,0,98.96574034309,36.9365919464979,82.7575959701864,82.7473168003975,71.4741854073027,49.9727074502898,0,126.511013628649,0,0,34.2538010204141
"1297","evm.model.Contig346.77","XR_002637175.1",NA,NA,NA,11.6398582997189,0.759253947390735,1.34022340223794,0.566512975465816,0.571045114862005,0.98555888948589,0,32.1880384394621,16.6879814302441,0,25.8696679427847,12.9381892339885,0,0,0,0,0,10.7931282783127,19.2739376379243,27.2578404274308,0,8.07517108267971,36.5980747222519,8.63941115263773,22.8358673469427
"1300","evm.model.Contig347.55",NA,NA,NA,NA,65.9261568191234,0.0915831797736408,0.179190521388321,0.511093885234991,0.609285317448738,0.98555888948589,70.1637099854084,66.3268670873765,72.7119190889208,64.7830788085252,67.0259578517605,78.5532917777876,51.2691056334284,58.3006639626048,58.9795826287102,50.1958813631894,61.4283186582827,78.2501800177672,57.0187321788594,79.5020345800064,114.418210118907,35.8896492563543,67.9678530556106,66.2354855035559,53.5764580062887
"1308","evm.model.Contig348.112","XM_022462496.1","uncharacterized","LOC111121292","",201.475225299264,0.0838265369335286,0.187578779390532,0.446887101013728,0.654956577813821,0.98555888948589,188.636859632901,151.186241155049,212.175763898818,215.606184159623,68.2018518491598,189.452056640547,211.978032907444,204.51502755136,259.910025143469,257.609051524293,220.971312951322,210.466001427098,251.36427002793,207.84103325916,167.739317747136,235.974443860529,147.437958166786,187.187241640484,239.776607142899
"1311","evm.model.Contig348.118","XM_022456822.1","charged multivesicular body protein 6-B-like","LOC111117660","GO:0007034",5.87467049042873,0.682798132372806,1.19299094901146,0.572341418800024,0.567090694708062,0.98555888948589,11.5022475385915,0,0,0,0,14.7865019817012,9.85944339104393,0,0,9.47092101192254,8.53171092476149,8.9942735652606,9.63696881896216,0,9.99770768029285,0,10.4565927777862,9.59934572515303,8.78302590267027
"1312","evm.model.Contig348.119","XM_022456813.1","phosphatidylinositol-glycan biosynthesis class X protein-like","LOC111117651","GO:0005737;GO:0005783;GO:0006464;GO:0006629;GO:0009058",17.3155256473612,-0.434117602092389,0.948030512765835,-0.457915221342266,0.647013350812773,0.98555888948589,20.7040455694648,15.606321667618,0,31.3793037978794,18.8143039583889,27.7246912156897,0,16.6573325607442,36.9871958858013,29.3598551369599,15.3570796645707,13.4914103478909,0,36.3437872365744,19.9954153605857,0,17.7762077222366,28.7980371754591,0
"1318","evm.model.Contig348.68","XM_022489278.1","39S ribosomal protein L12, mitochondrial-like","LOC111137692","GO:0003735;GO:0005840;GO:0006412;GO:0042254",102.413206425038,0.191745579683386,0.181986619491122,1.05362460283922,0.292054820591344,0.98555888948589,74.7646090008451,85.834769171899,125.159860726831,75.9176704787405,81.1366858205522,103.505513871908,79.8614914674558,138.811104672868,125.956396800296,69.1377233870345,102.380531097138,97.1381545048145,187.117811234849,99.9454149005795,113.307353709986,87.929640678068,87.8353793334045,105.592802976683,104.518008241776
"1319","evm.model.Contig348.69","XM_022481954.1","translation machinery-associated protein 16-like","LOC111133501","",22.152106988593,-0.319540263912738,0.574372487064406,-0.556329335247054,0.577985736640446,0.98555888948589,0,41.9419894817234,23.8399734717773,25.3058901595802,34.1009259245799,12.9381892339885,24.6486084776098,38.8671093084032,28.9899643429254,14.2063815178838,36.6863569764744,14.390837704417,35.3355523361946,0,16.6628461338214,8.97241231408857,13.5935706111221,14.3990185877295,36.0104062009481
"1320","evm.model.Contig348.70","XM_022461572.1","proliferating cell nuclear antigen-like","LOC111120673","GO:0003677;GO:0005622;GO:0009058;GO:0030234;GO:0032991",15.5254016664639,1.26081197183223,2.1829093188989,0.577583301750804,0.563545483282807,0.98555888948589,0,0,0,0,74.0813218361563,0,0,19.4335546542016,0,0,45.2180679012359,0,24.8955027823189,26.1220970762878,0,60.1151625043934,0,45.1169249082193,0
"1321","evm.model.Contig348.71.1","XM_022460014.1","calcium uptake protein 1, mitochondrial-like","LOC111119636","GO:0043167;GO:0055085",377.344618362187,-0.138898310320499,0.169214838604209,-0.820840013004892,0.411737403618921,0.98555888948589,480.793947113127,320.904989290395,369.519588812548,551.668405478847,380.989655157375,342.862014700696,330.291353599972,442.344720224208,301.895490743568,422.403077131745,279.840118332177,371.463498245263,212.013314017167,429.310986732035,554.317348051792,304.164777447603,273.962730778,359.015530120723,441.786202904315
"1326","evm.model.Contig348.90.1","XM_022461312.1","ras GTPase-activating protein-binding protein 2-like","LOC111120525","GO:0003674;GO:0022618",469.688068063,0.103121676786409,0.131509465858495,0.784138815508292,0.432958661718648,0.98555888948589,422.13248466631,431.124636067947,358.791600750249,442.346959989461,498.579054897306,349.331109317691,472.267338431004,630.202415214823,473.835968915401,460.286761179435,443.648968087597,428.127421706405,712.332611868286,402.053146304604,378.802035442207,460.284751712744,463.227060055931,481.887155402682,614.811813186919
"1327","evm.model.Contig349.28","XM_022463025.1","DNA-binding protein inhibitor ID-2-A-like","LOC111121660","GO:0003674;GO:0005634;GO:0005737;GO:0009058;GO:0034641",74.9956747896315,-0.131771064073996,0.343444924921383,-0.383674512308369,0.701219705708488,0.98555888948589,33.3565178619155,78.03160833809,92.9758965399315,115.394859127685,134.051915703521,59.1460079268048,77.889602789247,74.0325891588632,60.9788905144292,56.8255260715352,156.130309923135,54.8650687480897,48.9879248297243,59.0586542594334,79.9816614423428,122.922048703013,44.9633489444809,59.5159434959488,15.8094466248065
"1328","evm.model.Contig349.65","XM_022463204.1","serine/threonine-protein kinase RIO1-like","LOC111121773","GO:0005777;GO:0006520;GO:0016301;GO:0043167",9.87003322960446,2.37013409966984,2.90271951068738,0.816521917099933,0.414201693467832,0.98555888948589,0,0,0,0,0,0,0,0,0,33.1482235417289,58.8688053808542,0,58.6248936486865,0,0,0,0,0,36.8887087912152
"1329","evm.model.Contig350.15","XM_022460056.1","protein BUD31 homolog","LOC111119654","GO:0005634",97.8218027716047,0.110934247450487,0.107677605211811,1.03024437841341,0.302895302059981,0.98555888948589,83.9664070317183,75.1054230254116,71.5199204153319,100.211325031937,109.358141758136,97.0364192549141,97.6084895713349,104.571032186894,96.9664324573711,105.12722323234,105.793215467042,95.3392997917624,103.597414803843,98.8096715494366,118.861635754593,78.9572283639794,89.9266978889617,115.192148701836,110.666126373645
"1330","evm.model.Contig350.16","XM_022460570.1","28 kDa heat- and acid-stable phosphoprotein-like","LOC111119974","",66.8844309733149,0.608220834233369,1.0777249523161,0.56435627005412,0.572511693372728,0.98555888948589,46.0089901543662,135.579919487431,61.983931026621,39.477188648945,0,71.160040786937,138.032207474615,0,0,43.5662366548437,102.380531097138,84.5461715134497,141.342209344778,47.7012207480039,0,114.846877620334,0,134.390840152142,109.787823783378
