"","Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai1","Ai2","Ai3","Ai4","Ai5","Ai6","Ai7","Ai8","Ai9","Ai10","Ai11","Ai12","Ai13","Ai14","Ai15","Ai16","Ai17","Ai18","Ai19","Ai20"
"288","evm.model.Contig118.46.2","XM_022439750.1","UPF0769 protein C21orf59 homolog","LOC111105449","GO:0008150",184.454660456308,-0.150489337138458,0.136235018025604,-1.1046303609706,0.269319789810555,0.611489774560548,216.591321263221,166.109081308308,240.695931478254,173.704542662515,208.62440345201,173.777019741707,163.510681278457,239.105249160296,195.812328328784,163.850273325944,155.234655000004,204.535032448487,126.372233052617,128.481846115582,187.919560653571,222.683806060636,124.5123435795,210.975547820661,175.945495799103,210.651856596495
"1406","evm.model.Contig363.55",NA,NA,NA,NA,876.807014181246,0.559014341093504,0.506638034932779,1.1033801304864,0.269862121653782,0.611489774560548,394.755150044258,1607.93590706443,24.6614683891653,265.558777264158,1742.19677268696,341.72911144738,921.805183046337,196.443316737505,644.369203795602,951.267872566625,2197.79590500006,1316.59361438297,1074.16398094724,1538.30967105954,916.819674703786,599.321848410107,657.871188464822,631.225227753751,1357.54024699896,155.776162861273
"2279","evm.model.Contig79.40","XM_022473107.1","dnaJ homolog subfamily C member 5B-like","LOC111127835","",99.7524646075129,-0.210001816451884,0.190297375800268,-1.10354551957825,0.269790335301757,0.611489774560548,117.611416384867,106.309812037317,98.6458735566614,105.495952611789,70.7614935685179,141.739915543516,113.030873635444,125.009383378412,114.727046994398,76.7755566441567,72.1704975000019,45.8995938959202,81.5304729371721,96.3613845866868,135.719682694246,117.298465743874,59.4685820081195,102.084942493868,126.784254325824,87.6240916094663
"295","evm.model.Contig119.110.1","XM_022434060.1","60S ribosomal protein L32-like","LOC111101507","GO:0003735;GO:0005840;GO:0006412;GO:0042254",8579.39308899565,-0.154138587959055,0.14031774956395,-1.0984967221756,0.271987648181032,0.612549852386129,9449.66974220989,10739.94876107,5831.94404466982,8517.88872553462,5699.96030951924,8633.51417074304,7799.13028084562,9376.69589134423,10872.328573815,13451.6392964219,7037.30436000018,8465.65667768086,7958.39328957971,7518.79235950715,7101.08157984858,7271.58848185657,10039.9691968395,6817.57274288216,8975.80771951599,10028.9755760289
"575","evm.model.Contig141.49","XM_022457686.1","survival of motor neuron-related-splicing factor 30-like","LOC111118274","GO:0003723;GO:0005634;GO:0005737;GO:0006397",56.2041031833559,0.131916761804235,0.11993540116497,1.09989844968947,0.271376370276488,0.612549852386129,38.4274924821844,57.1415239700581,50.3093955138973,53.6574241732375,56.1211845543418,63.1033870570446,52.6745818883621,54.5675879826402,55.2070000574546,55.2409492927469,47.6597625000012,58.7836904281083,72.3582947317402,57.2959584028948,53.1489666494949,55.900050081065,76.1941206979031,52.7438869551652,57.7860206791171,55.7607855696604
"644","evm.model.Contig144.108",NA,NA,NA,NA,155.716416698741,0.193557821867851,0.176357527518751,1.09753082043675,0.272409415440388,0.612549852386129,161.861256212837,70.4302504747228,174.603196195291,175.523438397201,146.403090141761,138.827451525498,212.893101798797,145.844280608147,137.154890767739,88.947291234084,145.702702500004,154.609158386258,150.831374933768,188.382166264063,186.021383273232,232.7641429605,157.963420959067,162.485200136074,106.947262152396,176.133275053372
"857","evm.model.Contig218.26",NA,NA,NA,NA,70.1033605218703,0.28389898376923,0.258316835883697,1.09903399365363,0.271753238699658,0.612549852386129,44.2498398279699,74.4168684261222,19.7291747113323,70.9369336527547,65.8813905637926,57.2784590210097,68.0380016058011,89.2924166988658,47.443515674375,95.5013021671218,54.4683000000014,88.5781636587934,67.262640173167,76.3946112038598,46.505345818308,66.8967812445532,138.450292487653,54.4453026633964,61.2359323614524,115.061938477077
"1105","evm.model.Contig275.5","XM_022483705.1","plasmolipin-like","LOC111134571","GO:0005575",255.927453864851,-0.213780399949455,0.194606609590652,-1.09852589487651,0.271974916690781,0.612549852386129,288.788428350962,123.585156493382,373.867860779747,299.20834835585,280.605922771709,372.795394306233,267.762457932507,293.672837142936,218.240172102125,229.390382656322,230.128567500006,209.366568648057,217.074884195221,220.502627792959,299.912026093578,291.413375832437,100.353232138702,268.823681900519,294.967448839672,238.089703464105
"1685","evm.model.Contig463.47","XM_022488927.1","angiotensin-converting enzyme-like","LOC111137463","GO:0005575;GO:0008233",196.590924085125,-0.493050514761967,0.449047873188759,-1.09799098091867,0.272208427591282,0.612549852386129,271.321386313605,139.531628298979,127.253176888093,301.936691957879,247.665227489813,277.654903050996,186.555810854616,291.688561216295,258.782812769318,195.684040714985,269.618085000007,106.293796390552,235.419240606084,143.239896007237,150.905101736959,0,135.662702706023,120.800515284411,301.867272204343,169.937632212298
"1973","evm.model.Contig6.257","XM_022476430.1","basal body-orientation factor 1-like","LOC111129900","GO:0005815;GO:0005929",333.456977308029,0.216477321760161,0.197093273765779,1.09834961703167,0.272051853721922,0.612549852386129,430.853703588128,198.002024919504,392.610576755512,369.235834141261,147.623115892943,282.509009747692,328.118749679589,299.625664922861,422.678594189886,212.537211685653,351.320535000009,404.238528697403,289.433178926961,214.425783719925,435.631708787824,246.51005691486,448.801954842527,361.550837999116,417.439313562577,415.993162186355
"1890","evm.model.Contig551.4","XM_022487679.1","eukaryotic translation initiation factor 5A-1-like","LOC111136666","GO:0005840;GO:0008135",3061.81131829442,-0.0967491170483475,0.088226887598482,-1.0965944700288,0.272818705953496,0.612801929930402,3047.41660078414,3663.70189733605,2795.62405659578,2718.33967548825,2557.1739744761,4098.80769468988,3242.77894750229,3242.30686413215,2951.84928432202,3327.56497943089,2867.75599500007,3164.65621071871,2918.79093115076,3678.22690534948,2548.30313310524,2755.59755071742,3336.74496861183,2764.8005258756,2630.5576577807,2925.22851282107
"372","evm.model.Contig124.48","XM_022446471.1","caveolin-1-like","LOC111110111","GO:0007009;GO:0022607",350.758264728183,0.206151718278832,0.188637964058896,1.092843210577,0.274462645841417,0.615823695021766,268.992447375291,196.673152269037,370.908484573047,392.88147869218,563.651897045781,313.575292606545,347.871717887725,302.602078812823,308.814156571386,191.938891610392,302.299065000008,440.475050194182,470.838481212169,299.501600742405,306.555646924765,350.062608704374,419.067663838467,322.4182767098,274.26797874566,571.769325047629
"1314","evm.model.Contig348.33","XM_022462762.1","uncharacterized","LOC111121466","",151.948874914537,-0.17233101760588,0.157911440830084,-1.09131432592849,0.275134596161085,0.616660366613214,157.203378336209,178.068935162507,211.102169411255,148.24000237691,175.683708170114,149.506486258229,150.342035806367,161.718488021279,157.857515789284,120.781058623125,152.511240000004,141.725061854069,100.89396025975,67.7134053852393,201.206802315945,132.877168225482,140.308685675407,152.276705886687,169.908150355016,169.052540377859
"185","evm.model.Contig1091.16","XM_022438645.1","uncharacterized","LOC111104621","",397.086836950143,0.720058970527515,0.661470425667106,1.08857318874282,0.276342145389627,0.618694358081879,91.9930880634112,1237.18043758428,0,58.2046635099525,419.688858406382,146.594022240211,145.95248731567,82.3474509556207,304.501109691898,514.021714605391,932.769637500024,680.441348106186,531.986335915048,716.199480036185,202.155891006114,145.706687916219,240.661917814109,449.17374697302,929.751198389376,112.40666297376
"1092","evm.model.Contig273.38","XM_022476338.1","transcriptional repressor p66-beta-like","LOC111129852","GO:0009058;GO:0034641",223.138116075008,-0.45028316684621,0.414244128717172,-1.08699951461145,0.277037024207922,0.618931692656211,260.841161091191,281.721001898891,305.80220802565,171.885646927829,291.586154532341,211.639051975934,257.88597382844,272.837939913201,263.958469024705,259.351575493066,0,190.040423849775,185.481825932067,92.8889022592386,328.384686798665,219.01822900614,144.954668644791,199.916345717158,281.167802110331,243.40025447074
"1995","evm.model.Contig625.53","XM_022478103.1","protein max-like","LOC111130850","GO:0003674;GO:0005654;GO:0032991",255.829379098241,-0.117688229770446,0.108271469403369,-1.08697360827344,0.277048473482872,0.618931692656211,196.79534028755,337.533653218483,182.494866079824,271.015464468217,297.686283288248,220.376444029986,264.470296564485,309.547044556068,256.194984641625,327.700546651888,242.383935000006,266.539747009642,252.744466105234,237.8650394302,259.101212416287,245.593662651236,234.15754165697,267.122266192288,225.106737272381,222.158050444202
"910","evm.model.Contig223.35","XM_022473369.1","thioredoxin-related transmembrane protein 1-like","LOC111128004","GO:0042592",136.682140679115,0.487590500302983,0.448976802996191,1.08600376912372,0.277477324702679,0.619144239718894,0,179.397807812973,125.28025941696,138.236075836137,153.723244648849,169.893734384351,164.608068401132,45.6383463127536,115.589656370295,45.8780765312644,151.149532500004,174.740559217801,166.118338609488,188.382166264063,165.141432089502,220.851017533388,57.6101888203657,198.214930008927,146.621246499252,126.568132324785
"1765","evm.model.Contig485.29",NA,NA,NA,NA,258.024109248392,-0.739724078792796,0.681521539066739,-1.0854008808082,0.277744142453917,0.619144239718894,172.341481435251,261.787912141894,570.173149157503,242.822580580583,14.6403090141761,997.033515501304,61.4536788697558,139.891452828223,410.602062927318,356.725452212484,215.149785000006,466.243243258558,198.730527784357,83.3395758587561,239.170349922727,20.1606737997284,76.1941206979031,0,258.743376175151,375.278937802159
"2505","evm.model.Contig972.10","XM_022488852.1","peptide methionine sulfoxide reductase-like","LOC111137404","GO:0006464;GO:0016491",95.1858914118966,-0.222906561747061,0.205660414453099,-1.08385739832249,0.278428031011212,0.619998488061685,105.966721693296,122.256283842915,85.8219099942954,64.5707985813536,117.122472113409,117.469382060037,130.589067598231,102.190210222035,81.9478907102841,97.3738767194183,128.000505000003,54.7574102617995,54.0139383208765,97.2295051685488,103.450667228481,53.1508672901929,70.6189411346419,147.172458761993,98.3224829465574,71.6924385895633
"196","evm.model.Contig110.49","XM_022483690.1","msx2-interacting protein-like","LOC111134561","GO:0003674",1566.53824462255,0.129254995707896,0.119575758089769,1.08094648758874,0.279720918039284,0.620866020448874,1386.88313776611,1796.63582343066,1551.69959104628,1643.37229628882,1088.26297005376,1242.65131435411,1719.60562123049,1471.34059960464,1247.33315754811,1817.33360300376,1454.30361000004,2105.7445269795,1939.40612499298,1337.77381664941,1864.010187493,1359.01269295442,1251.62781195214,1644.41828200539,1925.05071874312,1484.29900635429
"2377","evm.model.Contig82.208","XM_022437987.1","ras-related protein Rab-21-like","LOC111104179","GO:0003924;GO:0043167",266.602457016191,0.144208019539305,0.133346084989465,1.08145671881329,0.279494003333767,0.620866020448874,258.512222152877,338.862525868949,181.508407344257,252.826507121356,184.223888428383,214.551515993952,252.399038215068,217.27821396724,297.600234684716,334.254557584926,330.894922500009,226.276945346554,284.337524368388,280.40294794144,303.708380854256,228.18217164238,301.059696416105,330.925355250956,303.592228045511,210.651856596495
"2393","evm.model.Contig823.55","XM_022460449.1","protein atonal homolog 8-like","LOC111119882","GO:0003700;GO:0005622;GO:0009058;GO:0030154;GO:0032991;GO:0034641",90.0376317926114,-0.591030179984623,0.546234259970333,-1.08200862394959,0.279248695952809,0.620866020448874,80.3483933718401,118.269665891516,129.226094359226,95.4920260710159,163.4834506583,109.702811345324,83.40142132324,89.2924166988658,131.116625136455,82.3932803010462,0,65.2257386942024,78.4730802020282,81.603334695032,89.2143368759378,98.0541862077697,0,92.7271560985969,123.334342643489,89.3942752783444
"87","evm.model.Contig104.100","XM_022462631.1","guanine nucleotide-binding protein subunit beta-2-like 1","LOC111121370","GO:0003674",4920.4008371258,-0.153881489163912,0.142627778156472,-1.07890265944614,0.280631123179462,0.622216533329087,4990.91614480734,6086.23673913642,3753.47548883097,6096.93850266753,5431.55464425934,5160.88623992691,3911.08770521089,4871.39739990479,5672.51925590345,5850.85918865043,4622.99696250012,5474.93577014669,4315.00028019983,5315.50232274129,3620.77335299684,3281.6078580376,7465.16543520675,3293.94081113548,4840.22609031649,4351.99654993683
"958","evm.model.Contig227.72",NA,NA,NA,NA,100.860471208008,-0.440773583822545,0.410656896990845,-1.07333783275621,0.283119566395746,0.627059662629461,78.0194544335259,107.638684687784,203.210499526722,90.9447867343008,123.222600869316,103.877883309289,120.712583494163,184.537661177656,62.9704844405341,87.0747166817875,0,129.646221355143,77.4539492903135,62.5046818940671,154.701456497637,76.0607238807934,56.6809922264889,68.907336183361,108.672217993563,120.372489483711
"613","evm.model.Contig1420.22","XM_022434617.1","serine/threonine-protein phosphatase 5-like","LOC111101962","GO:0003674",132.406314761752,0.287153398773872,0.267936386197309,1.07172229516603,0.283844783705909,0.627491687909188,66.3747597419549,163.451336007376,189.40007722879,100.948713275074,145.18306439058,133.002523489463,65.8432273604526,150.804970424751,47.443515674375,131.080218660755,87.1492800000022,169.103766984969,200.768789607786,53.8234760754466,167.988698160011,160.368996134203,109.64519807747,191.409267176003,163.870804910929,150.465611854639
"1218","evm.model.Contig323.18","XM_022464024.1","ankyrin-2-like","LOC111122316","GO:0003674;GO:0007165",137.829932605206,-0.464334997292084,0.43333116511798,-1.07154766301118,0.283923251609735,0.627491687909188,183.986176126822,192.686534317638,209.129251940122,109.133744081161,170.803605165388,132.031702150124,211.795714676123,199.419730627467,96.6122501005455,92.692440338677,136.170750000004,104.683284324029,149.812244022054,184.909683936615,140.465126145094,156.703419079707,0,106.338481764446,50.8861973144464,128.338315993663
"780","evm.model.Contig176.66","XM_022487468.1","calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type-like","LOC111136548","GO:0005737;GO:0005783;GO:0016887;GO:0022857;GO:0043167",581.354284793938,-0.3117417767353,0.29189072633462,-1.06800849979017,0.285516677700285,0.63033767603639,541.478303158053,826.558788590143,559.32210306627,321.035097172082,1257.84654946797,794.131855579422,461.999978645843,348.240425125577,369.196812884227,960.630745328107,311.831017500008,260.097698743548,278.2227388981,533.026037263294,652.973018836651,949.384457114481,346.590329516071,472.993566888256,847.815795933912,533.710376166749
"80","evm.model.Contig1023.26","XM_022489815.1","small integral membrane protein 14-like","LOC111138039","",722.72704206207,-0.151269264816614,0.141944170929168,-1.06569550427048,0.286561310595522,0.630822541208785,689.365925741005,668.422943184633,690.52111489663,1059.5067654546,448.969476434735,974.704624696504,835.111600355074,689.535884507908,730.630141385375,819.251366629721,433.022985000011,693.325444638374,694.028150877678,755.264906219977,783.947258080049,659.803869809292,583.535460954672,632.075935607867,911.639162057116,701.877824710169
"1279","evm.model.Contig331.58","XM_022444822.1","phytanoyl-CoA dioxygenase, peroxisomal-like","LOC111108763","",238.164906305327,0.417195463767726,0.391552545143263,1.06549036379033,0.28665408395375,0.630822541208785,138.571866829695,624.57014571924,65.1062765473965,171.885646927829,247.665227489813,107.761168666645,151.439422929041,31.7484148262634,286.386312798045,215.346073514098,378.55468500001,277.813331475307,178.347909550064,246.54624524882,222.086753499675,207.105103579028,452.518741218034,251.809524818208,405.364622674403,102.67065279493
"2383","evm.model.Contig82.73","XM_022478885.1","CD82 antigen-like","LOC111131392","GO:0005575",272.30922881506,-0.427392072091729,0.400955153260774,-1.06593485235433,0.286453092720025,0.630822541208785,272.485855782762,288.365365151224,396.556411697779,359.231907600488,239.125047231543,360.174716894824,363.235137605164,288.712147326333,295.012406557023,261.224150045362,0,287.476403874448,220.132276930365,293.42475666937,290.421139191883,275.834673350829,282.475764538568,176.096525801923,282.892757951499,213.307132099812
"363","evm.model.Contig124.153","XM_022462238.1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6-like","LOC111121111","",490.129832792117,-0.129514360704922,0.121783776567635,-1.06347794718777,0.287565260780182,0.630927206562456,561.274284133724,623.241273068773,485.337697898774,401.066509498267,456.289630941823,398.03674912905,472.973849872585,510.951051110177,596.925688121227,615.140740429402,445.278352500012,368.807263233885,518.737634062758,393.258623583505,528.64240042444,462.779103130128,535.217238073075,357.297298728539,424.339136927248,647.002130974948
"551","evm.model.Contig140.118","XM_022484379.1","tektin-3-like","LOC111134864","",583.653682906027,-0.221214796967364,0.207789471198432,-1.06461023117052,0.287052347986441,0.630927206562456,585.728142986023,257.801294190495,1200.52028118457,534.755345997689,724.695296201718,665.012617447316,576.128239403961,644.889676158475,697.850985101261,395.113230534563,506.555190000013,476.711571690961,447.398470242732,337.698906344335,649.176664075973,538.839827010922,577.031084797534,657.597171231334,462.288165432937,737.281498087732
"1073","evm.model.Contig271.19","XM_022442855.1","ATP-dependent RNA helicase DDX54-like","LOC111107584","GO:0003723;GO:0004386;GO:0005634;GO:0016887;GO:0043167",58.7627553837807,1.27686461462487,1.20078513321024,1.06335811404596,0.287619580101217,0.630927206562456,0,0,84.8354512587288,0,0,0,39.5059364162716,42.6619324227915,63.8330938164318,112.35447313779,0,132.86724548819,134.525280346334,78.9989729494459,97.7561350874637,123.713225589242,0,93.5778639527125,75.0355790907938,95.5899181194178
"2023","evm.model.Contig632.32_evm.model.Contig632.37","XM_022488197.1","26S proteasome non-ATPase regulatory subunit 1-like","LOC111136988","GO:0005622;GO:0009056;GO:0030234;GO:0032991",336.728040203463,0.183798355053086,0.173133501254307,1.06159901880061,0.288417759356278,0.632005759609611,249.19646639962,291.023110452156,369.92202583748,281.01939100899,368.447776856766,353.37896751945,375.30639595458,403.800151071538,281.210656542659,179.767157020464,397.61859000001,472.685291524652,491.221099446462,371.555609036954,360.653702264429,286.831404514317,206.281643840664,434.711713453055,316.529396854268,243.40025447074
"599","evm.model.Contig142.110","XM_022467249.1","uncharacterized","LOC111124397","GO:0003674",401.628506562638,-0.455524149009717,0.430670632918917,-1.05770887121407,0.290188189577944,0.635210240880808,434.3471119956,399.990667790407,562.28147927297,435.625528457301,400.168446387481,438.811245381295,471.876462749911,598.259191882401,505.489094276068,398.858379639156,0,329.349717604059,238.476633341228,343.775750417369,515.355158762066,366.557705449607,232.299148469217,371.759332248503,549.398435411904,439.89064171621
"218","evm.model.Contig1132.15","XM_022458426.1","nucleoprotein TPR-like","LOC111118796","GO:0006913",148.218925838011,1.06875241079755,1.01110154915267,1.05701787490405,0.290503429649997,0.635225951154077,0,0,97.6594148210948,210.082457356235,0,0,106.446550899398,122.03296948845,184.598406442114,235.94439358936,0,239.161041878742,259.878382487236,87.6801787680663,232.52672909154,251.09202823298,207.210840434541,222.885457778279,235.456472319388,271.723193172789
"2157","evm.model.Contig74.14","XM_022457605.1","40S ribosomal protein S12-like","LOC111118248","GO:0003735;GO:0005840;GO:0006412;GO:0042254",6449.19050811948,-0.135657331188434,0.128463218325673,-1.05600134385955,0.290967600895714,0.635566941787037,8395.82487262271,6777.25051737899,4664.96336049452,4619.08571823514,7693.48238694955,7593.76451631081,6650.16596340572,5517.27921402659,5505.1730369793,10106.2848587442,5603.42636250014,5912.99505224109,6725.24488640498,6234.84201893319,6262.0871777387,5553.34923756154,6012.83115897721,5280.34365049533,6926.56018020879,6948.85599218101
"1379","evm.model.Contig360.55.1","XM_022444666.1","ras-like protein 3","LOC111108653","GO:0003924;GO:0005575;GO:0007165;GO:0043167",352.887895407245,0.0990158495904336,0.0939725859596925,1.0536673922425,0.292035222852621,0.637223946584237,301.59759251169,263.116784792361,365.976190895214,364.688594804546,291.586154532341,438.811245381295,389.572428549345,361.138218648746,301.050672188307,329.573121204185,311.831017500008,368.807263233885,340.389724512694,351.588835654127,412.853580223755,357.393762813366,304.776482791612,387.072073622583,409.677012277323,406.257152007526
"298","evm.model.Contig119.168","XM_022435972.1","rac guanine nucleotide exchange factor B-like","LOC111102987","GO:0003674",491.960290034571,-0.290234867923961,0.2760077909597,-1.051545925261,0.293007928367337,0.637996143921277,648.609494320507,475.736408866995,243.655307684954,234.637549774496,498.99053223317,1123.24028961539,500.40852793944,562.542225202855,516.703016162739,608.586729496364,292.767112500008,246.408346178098,288.414048015246,434.928411512883,540.031464706474,827.504020052487,546.367597199598,237.347491298243,582.17259639409,430.15463153738
"1130","evm.model.Contig280.110","XM_022470078.1","histone H1-delta-like","LOC111125871","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003",296.598149941958,0.337916279467588,0.321256841582937,1.05185706801625,0.292865131593749,0.637996143921277,193.301931880079,241.854822384897,283.113657107618,161.881720387056,197.644171691378,467.935885561469,460.902591523169,380.980977915161,136.292281391841,96.43758944327,299.575650000008,208.561312614795,496.316754005035,283.875430268888,305.606558234595,422.457755530672,102.211625326455,640.583014149023,197.507443813699,354.92182561006
"544","evm.model.Contig1387.12","XM_022446339.1","ragulator complex protein LAMTOR5 homolog","LOC111110025","GO:0005768;GO:0008219;GO:0032991;GO:0044403",105.716298396037,0.13025967908396,0.124044190716027,1.05010704920605,0.293668898116551,0.638668313168918,87.3352101867827,110.296429988717,87.7948274654286,88.2164431322718,123.222600869316,99.023776612593,100.959615286027,97.2295204054317,94.0244219728523,119.844771346976,142.979287500004,74.0835550600817,136.563542169763,126.745604951858,113.890642820346,95.3050034168977,111.503591265224,116.546976013833,92.2851375024706,96.4750099538568
"1641","evm.model.Contig442.5_evm.model.Contig442.6","XM_022473095.1","PIN2/TERF1-interacting telomerase inhibitor 1-like","LOC111127822","GO:0003674",95.3042455348266,0.634235642100248,0.604306746664867,1.0495259991727,0.293936095633998,0.638668313168918,0,159.464718055976,58.2010653984302,114.590431285219,0,116.498560720698,44.9928720296426,91.2766926255073,35.3669844118068,126.398782280014,130.723920000003,200.508752282178,156.946160404056,50.3509937479985,51.2507892691557,153.954236288835,91.061266199933,85.9214932656724,116.434519278818,122.142673152589
"1739","evm.model.Contig481.28.1","XM_022470560.1","tumor protein D54-like","LOC111126139","",89.5260864114204,1.61360819003591,1.5385116357009,1.04881117086956,0.294265035076338,0.638710002449904,0,0,203.210499526722,80.9408601935278,0,0,0,156.757798204676,0,0,107.574892500003,58.7836904281083,0,65.1090436396532,186.970471963402,179.613275670307,0,310.508366752182,293.242492998505,147.810336351322
"377","evm.model.Contig124.60","XM_022440938.1","F-box only protein 32-like","LOC111106311","GO:0003674",87.5563560517474,-0.243169855189194,0.232116863796614,-1.04761821787436,0.294814540504018,0.639229844920385,152.545500459581,39.866179513994,107.524002176761,120.95656635662,100.04211159687,91.2572058978798,39.5059364162716,74.4103472490549,105.238343859523,117.035909518532,87.1492800000022,57.1731783615848,51.9756764974472,86.8120581862043,119.585174961363,65.9803869809292,71.5481377285188,77.4144147245167,96.5975271053897,88.5091834439053
"972","evm.model.Contig228.65","XM_022453757.1","60S ribosomal protein L37a","LOC111115132","GO:0003735;GO:0005840;GO:0006412;GO:0042254",6479.89644122269,-0.125375556303964,0.12009392397117,-1.04397918027944,0.296495022222065,0.639342996702024,6554.79864188533,7173.25456721799,5703.70440904616,4931.02633673379,8176.61258441737,6762.7414498365,6619.43912397084,7588.86328144027,6634.32871002942,7470.63617638691,4906.23212250013,6024.12038483121,6641.67615164438,4705.21355369227,7109.62337806011,5765.95270672231,4330.98532406008,6666.99745270371,7693.30305160783,8138.4194176671
"1060","evm.model.Contig254.78","XM_022454171.1","uncharacterized","LOC111115436","",168.329687389051,0.560679878771895,0.536801309990686,1.04448306726678,0.296261949308159,0.639342996702024,60.5524123961694,304.311836956821,7.89166988453291,32.7401232243483,373.327879861491,61.1617443783663,183.263649486593,39.6855185328293,108.688781363114,189.130029781947,394.89517500001,204.535032448487,166.118338609488,240.469401175786,260.999389796626,124.629619852866,25.0883080346754,222.034749924163,313.079485171933,53.9906019007823
"1424","evm.model.Contig367.47","XM_022484633.1","protein pitchfork-like","LOC111134989","",182.677299330216,-0.225641088800802,0.216025722993535,-1.04451028180359,0.296249364715408,0.639342996702024,152.545500459581,131.55839239618,336.382428828215,189.165156407346,245.22517598745,205.814123939899,188.750585099964,171.639867654487,251.881937762136,95.5013021671218,209.702955000005,136.893525654499,131.46788761119,85.0758170224802,187.919560653571,160.368996134203,137.521095893776,239.048907006475,181.120363322606,215.962407603129
"1518","evm.model.Contig42.100","XM_022453481.1","ceramide synthase 2-like","LOC111114931","GO:0005575",278.917770930009,0.185711775231703,0.177836502546773,1.04428378073202,0.296354114630059,0.639342996702024,241.04518011552,426.568120799736,268.316776074119,316.487857835367,219.604635212642,238.82204947743,203.016617694729,247.042352866862,175.109703307239,276.204746463734,246.469057500006,391.354432165214,158.984422227486,303.842203651715,249.610325514592,310.657655368542,301.059696416105,455.128701951829,259.605854095735,289.42502986157
"1794","evm.model.Contig503.37",NA,NA,NA,NA,541.125330560324,-0.286909192467728,0.274557401171828,-1.04498801067894,0.296028510765234,0.639342996702024,894.312552312655,592.677202108045,475.473110543108,463.818412344934,420.908884157564,390.270178414337,560.764819686522,708.386505811002,486.511688006318,955.013021671218,313.192725000008,355.117910668435,344.466248159552,1177.17150900493,380.58456475799,596.572665619235,756.36602741577,210.975547820661,338.091344868864,401.83169283533
"2222","evm.model.Contig771.2","XM_022468913.1","protein transport protein Sec61 subunit beta-like","LOC111125296","GO:0005737;GO:0005783;GO:0006810;GO:0032991",56.9069812268882,-0.231676472148667,0.222023396244755,-1.04347774183794,0.296727084308359,0.639342996702024,61.7168818653265,53.1549060186587,50.3093955138973,52.7479763058945,24.4005150236269,75.7240644684535,75.7197114645205,72.4260713224134,50.8939531779659,96.43758944327,68.0853750000018,44.2890818293967,39.7461055568714,72.0540082945495,52.1998779593253,27.4918279087205,71.5481377285188,41.6846848516628,51.7486752350302,55.7607855696604
"1716","evm.model.Contig468.30",NA,NA,NA,NA,101.118495355195,0.398350182627077,0.38208273391145,1.04257572319245,0.297144837772196,0.639574796958526,95.4864964708825,0,123.307341945827,87.3069952649288,86.6218283338754,120.381846078054,108.641325144747,92.268830588828,69.0087500718182,88.947291234084,103.489770000003,82.9413714259611,161.022684050915,116.328157969514,139.516037454924,175.947698615811,58.5393854142426,142.918919491415,76.7605349319615,92.9346426161006
"1962","evm.model.Contig6.178","XM_022476778.1","syntaxin-5-like","LOC111130083","GO:0005575;GO:0016192",124.999158674982,-0.166832282561968,0.160312336395612,-1.04067027100314,0.298028605304261,0.640808116931581,132.74951948391,166.109081308308,132.185470565926,137.326627968794,89.0618798362381,141.739915543516,132.78384184358,121.040831525129,127.666187632864,144.188240526831,58.5534225000015,195.677216082607,93.7600438777479,100.701987495997,123.381529722042,109.967311634882,118.937164016239,120.800515284411,126.784254325824,126.568132324785
"2490","evm.model.Contig9442.1",NA,NA,NA,NA,55.2677294397268,-0.316754627257238,0.30509060017439,-1.03823135513248,0.299162358222222,0.642575815264813,71.0326376185833,23.9197077083964,50.3093955138973,52.7479763058945,71.9815193196993,50.4827096456357,24.1425166988326,34.7248287162256,149.231422030307,83.3295675771945,69.4470825000018,70.8625309270347,52.9948074091619,39.933546765654,35.1162815362734,37.5721648085847,67.8313513530113,31.476190602276,44.8488518703595,43.3694998875136
"830","evm.model.Contig2.2","XR_002635393.1",NA,NA,NA,99.9533472394178,0.166117333069961,0.160361245280044,1.03589450668,0.30025136068954,0.644141690436827,88.4996796559398,95.6788308335857,76.9437813741959,90.0353388669578,80.5216995779687,93.1988485765581,95.4726796726563,83.3395889189414,102.65051573183,134.825367765348,98.0429400000025,103.878028290767,148.793113110339,104.174469823445,85.4179821152596,82.4754837261615,157.034224365191,62.952381204552,99.1849608671413,115.947030311516
"937","evm.model.Contig225.26","XM_022462221.1","beta-hexosaminidase-like","LOC111121092","GO:0005975;GO:0006629;GO:0009056;GO:0016798",215.306199433177,-0.585118850367325,0.565153582270075,-1.03532715481879,0.300516152376444,0.644141690436827,302.762061980847,211.290751424168,186.44070102209,186.436812805317,146.403090141761,490.264776366269,321.534426943544,261.924422316673,0,476.57022355946,249.192472500006,130.451477388405,148.793113110339,492.224369915778,55.047144029834,147.539476443467,242.520311001862,52.7438869551652,51.7486752350302,152.235795523517
